date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:13:46	8898/8898	---M--	200	added ('OK')	image/webp	etag:%224dc0fcc203d4709c838f2f8714be5c70%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081b7_service-one-04.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081b7_service-one-04.webp	(from https://teknify.webflow.io/home-one)
10:13:47	252/252	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b68cf56c660e69ec9d8aba242ec2dbc0%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081be_check-icon-01.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081be_check-icon-01.svg	(from https://teknify.webflow.io/home-one)
10:13:48	160/160	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d35bd9c2d545b500ad273f39d2246712%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c1_Ellipse%2002.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c1_Ellipse%2002.svg	(from https://teknify.webflow.io/home-one)
10:13:49	160/160	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221f9b82125064104fa075fbd7d561f4ba%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c0_Ellipse%2003.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c0_Ellipse%2003.svg	(from https://teknify.webflow.io/home-one)
10:13:50	160/160	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224b07c62e264fcb1de283fc00a7b71942%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081bf_Ellipse-01.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081bf_Ellipse-01.svg	(from https://teknify.webflow.io/home-one)
10:13:51	3894/3894	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2299d24d53b95dd5a6cc6298aad74b622b%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c2_market-one-01.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c2_market-one-01.svg	(from https://teknify.webflow.io/home-one)
10:13:52	4119/4119	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2233f029c31352c353b4fea9e61750368b%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c3_market-one-02.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c3_market-one-02.svg	(from https://teknify.webflow.io/home-one)
10:13:54	5286/5286	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%229f846e6d5dba3ed40f302ece85c9e7fb%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c4_market-one-03.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c4_market-one-03.svg	(from https://teknify.webflow.io/home-one)
10:13:55	3192/3192	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22f4d7941a6e074661265e622fddc98805%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c6_business-one-01.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c6_business-one-01.svg	(from https://teknify.webflow.io/home-one)
10:13:55	940/940	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ccbf2d96a1ccf2b94784c44d5cf818d6%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c7_business-one-02.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c7_business-one-02.svg	(from https://teknify.webflow.io/home-one)
10:13:56	845/845	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22de8925d6874bc8bd50df1d05809532a6%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c8_business-one-03.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c8_business-one-03.svg	(from https://teknify.webflow.io/home-one)
10:13:58	4540/4540	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2274355c27b5aae05b9a3e852ca094e94b%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f34f9b98b4218c2d80683_icon-card-three-01.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f34f9b98b4218c2d80683_icon-card-three-01.svg	(from https://teknify.webflow.io/home-one)
10:13:59	6181/6181	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226c6b80d3c7ebf8b545c3366eea577b52%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67933ca1de12d4ba955d9ce3_business-one-05.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67933ca1de12d4ba955d9ce3_business-one-05.svg	(from https://teknify.webflow.io/home-one)
10:13:59	1210/1210	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2202494abb981d2e80119d0449660ee3f4%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c9_how-it-work-icon-01.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081c9_how-it-work-icon-01.svg	(from https://teknify.webflow.io/home-one)
10:14:00	305/305	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227106e2c2a9307f0c149dc432a2c8e844%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081ca_how-it-work-icon-02.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081ca_how-it-work-icon-02.svg	(from https://teknify.webflow.io/home-one)
10:14:01	124956/124956	---M--	200	added ('OK')	image/webp	etag:%22c6626b947f2fbb0e364d7f02b75bf410%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081cc_how-it-work-one-01.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081cc_how-it-work-one-01.webp	(from https://teknify.webflow.io/home-one)
10:14:02	86596/86596	---M--	200	added ('OK')	image/webp	etag:%22d5c87cc9f6d30bff03ea686f4274d32f%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081cf_how-it-work-o2.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f23e317c1960451a081cf_how-it-work-o2.webp	(from https://teknify.webflow.io/home-one)
10:14:03	17374/17374	---M--	200	added ('OK')	image/webp	etag:%22ce5e9f88466aff605d6e10167f27be0b%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67a44569267b9397e7922757_home-one-chart.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67a44569267b9397e7922757_home-one-chart.webp	(from https://teknify.webflow.io/home-one)
10:14:05	11464/11464	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2281372947ef2abf95fc04592bbf6b1f20%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/6793312a71e6148615ae866a_ring-icon-01.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/6793312a71e6148615ae866a_ring-icon-01.svg	(from https://teknify.webflow.io/home-one)
10:14:05	250/250	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2254bc0aebd69e455faa4f088c4fb0c385%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bf04d8b304c6fce7dd3540_white-tick.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67bf04d8b304c6fce7dd3540_white-tick.svg	(from https://teknify.webflow.io/home-one)
10:14:06	14282/14282	---M--	200	added ('OK')	image/webp	etag:%2297caf7c2dcad503f901736879bd14270%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67a4454b33f2f5d51c2b26ca_home-one-progress-bar.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67a4454b33f2f5d51c2b26ca_home-one-progress-bar.webp	(from https://teknify.webflow.io/home-one)
10:14:07	17582/17582	---M--	200	added ('OK')	image/webp	etag:%22e78104f0aa1962e76cd00660de9fb130%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/679719d0bd2d61df07604d7c_Market%20strateg02.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/679719d0bd2d61df07604d7c_Market%20strateg02.webp	(from https://teknify.webflow.io/home-one)
10:14:08	21932/21932	---M--	200	added ('OK')	image/webp	etag:%224c95e4844d63603d488f79af36175bd2%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/679719f358e0430e7677e016_Market%20strategy-03.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/679719f358e0430e7677e016_Market%20strategy-03.webp	(from https://teknify.webflow.io/home-one)
10:14:09	2567/2567	---M--	200	added ('OK')	image/png	etag:%22653712f0f40c545b9b5595412ec96366%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f34f9b98b4218c2d80686_icon-card-three-04.png	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f34f9b98b4218c2d80686_icon-card-three-04.png	(from https://teknify.webflow.io/home-one)
10:14:10	288/288	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22d9e281618b26f54ee53bcc883eec43c2%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa5b_service-section-two-04.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa5b_service-section-two-04.svg	(from https://teknify.webflow.io/home-one)
10:14:11	60828/60828	---M--	200	added ('OK')	image/webp	etag:%2287a5fcaa8164a9df9d36ac3e4b6ef3dc%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67986babb99a8553f28d19c5_Cta%20-one-01.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67986babb99a8553f28d19c5_Cta%20-one-01.webp	(from https://teknify.webflow.io/home-one)
10:14:13	196598/196598	---M--	200	added ('OK')	image/webp	etag:%223a9aa3dd30f0da3a0ee956ec58a2b148%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67adbd16fda6b3f83a3cdc2b_home-three-dashboard.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67adbd16fda6b3f83a3cdc2b_home-three-dashboard.webp	(from https://teknify.webflow.io/home-three)
10:14:13	55194/55194	---M--	200	added ('OK')	image/webp	etag:%223ba9644a095ab81bc6d1dc59fc9c2af2%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67ac8ff81c41928a0f19f2b8_home-three-board-011.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67ac8ff81c41928a0f19f2b8_home-three-board-011.webp	(from https://teknify.webflow.io/home-three)
10:14:15	67956/67956	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22eaa82cee3fec7db693b95ed760a587c2%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa60_hero-three-icon.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa60_hero-three-icon.svg	(from https://teknify.webflow.io/home-three)
10:14:15	81770/81770	---M--	200	added ('OK')	image/webp	etag:%225ed3091a66daec21f5001e75d5942c8c%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa63_service-two-01.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa63_service-two-01.webp	(from https://teknify.webflow.io/home-three)
10:14:16	11342/11342	---M--	200	added ('OK')	image/webp	etag:%223637d4253232456b88195c827e092b6e%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67a446d050b5c563941d7a3b_home-three-bar.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67a446d050b5c563941d7a3b_home-three-bar.webp	(from https://teknify.webflow.io/home-three)
10:14:18	463/463	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224d259f4ccdae6fe9991d02fc746b62ee%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa57_service-two-03.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa57_service-two-03.svg	(from https://teknify.webflow.io/home-three)
10:14:18	617/617	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22eadabd0598f192731882e2fe37d5b584%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa58_service-section-two-01.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa58_service-section-two-01.svg	(from https://teknify.webflow.io/home-three)
10:14:19	1336/1336	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22006e247279fc10ad5c01c14c4681fda5%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa59_service-section-two-02.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa59_service-section-two-02.svg	(from https://teknify.webflow.io/home-three)
10:14:20	1010/1010	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2276c4ad7a3d2d9ac3b6c7d94e91ab12fb%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa5a_service-section-two-03.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa5a_service-section-two-03.svg	(from https://teknify.webflow.io/home-three)
10:14:21	585/585	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e223ac74f25b63f1bef2d92f1a76138a%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa5c_service-section-two-bacground-line.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa5c_service-section-two-bacground-line.svg	(from https://teknify.webflow.io/home-three)
10:14:22	1030/1030	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22135a7d103bf3c1e77bca5812c88c45d1%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/6798c5d37e12990f3b5b2387_icon-card-four-01.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/6798c5d37e12990f3b5b2387_icon-card-four-01.svg	(from https://teknify.webflow.io/home-three)
10:14:23	7721/7721	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22176187d77543f634eed8a084f500d52b%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/6798c5d78665a01b8596f1ae_icon-card-four-02.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/6798c5d78665a01b8596f1ae_icon-card-four-02.svg	(from https://teknify.webflow.io/home-three)
10:14:24	3158/3158	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22747f4c224e258b4ded67e6c465b11e7d%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/6798c5da81f66b19eba42548_icon-card-four-03.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/6798c5da81f66b19eba42548_icon-card-four-03.svg	(from https://teknify.webflow.io/home-three)
10:14:25	199/199	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22908d802fc96e9daddfd5887922dc040d%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67906d5de6e6c7f66a9bda28_check-02.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67906d5de6e6c7f66a9bda28_check-02.svg	(from https://teknify.webflow.io/home-three)
10:14:26	175/175	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22fe1595460bbc9940de2e104e1d6a277a%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa6b_Our%20Features%20one%2002.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa6b_Our%20Features%20one%2002.svg	(from https://teknify.webflow.io/home-three)
10:14:27	177/177	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%227fb0db6fbed18317b8345c8e761f48d8%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa6c_Our%20Features%20one%2001.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa6c_Our%20Features%20one%2001.svg	(from https://teknify.webflow.io/home-three)
10:14:28	148/148	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228e18984b39bdea0403b8090cd130cacd%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa6d_Our%20Features%20one%2003.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa6d_Our%20Features%20one%2003.svg	(from https://teknify.webflow.io/home-three)
10:14:29	763/763	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225033fab2a5995740b5a8d3ebe945da09%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa6e_icon-box-seven-01.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa6e_icon-box-seven-01.svg	(from https://teknify.webflow.io/home-three)
10:14:30	931/931	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22aa7ec89468c81c1b1ff691004188bec8%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa6f_icon-box-seven-02.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa6f_icon-box-seven-02.svg	(from https://teknify.webflow.io/home-three)
10:14:31	70250/70250	---M--	200	added ('OK')	image/webp	etag:%227ea2c9588f59e3f78d1cb14642992572%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa73_how-it-work-three-01.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa73_how-it-work-three-01.webp	(from https://teknify.webflow.io/home-three)
10:14:32	38320/38320	---M--	200	added ('OK')	image/webp	etag:%22634ebe45d4a41625ea232f41a07b8e52%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa78_how-it-work-three-02.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa78_how-it-work-three-02.webp	(from https://teknify.webflow.io/home-three)
10:14:33	640/640	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c34bd1e1a03fd899d0ebe8e9a1a0b8af%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa7a_how-it-work-three-bg-line.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa7a_how-it-work-three-bg-line.svg	(from https://teknify.webflow.io/home-three)
10:14:34	16654/16654	---M--	200	added ('OK')	image/webp	etag:%22d01b1360b8d7176535d2e30e7436d2a2%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa7b_Market%20strategy-two02.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa7b_Market%20strategy-two02.webp	(from https://teknify.webflow.io/home-three)
10:14:35	12698/12698	---M--	200	added ('OK')	image/webp	etag:%22d50f916f1dc7f0815751b2b6e10f5ba1%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa7c_Market%20strategy-two-01.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa7c_Market%20strategy-two-01.webp	(from https://teknify.webflow.io/home-three)
10:14:36	4580/4580	---M--	200	added ('OK')	image/webp	etag:%22e854254fa93b355d38e600345074025a%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa7e_Market%20strategy-two-03.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa7e_Market%20strategy-two-03.webp	(from https://teknify.webflow.io/home-three)
10:14:37	4788/4788	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22c77b295b03039cd1fefcaa51f7588461%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa80_Market%20strategy-two-04.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa80_Market%20strategy-two-04.svg	(from https://teknify.webflow.io/home-three)
10:14:38	944/944	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e560604f08dc3a070254076d53407747%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa81_icon-card-eight-icon-01.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa81_icon-card-eight-icon-01.svg	(from https://teknify.webflow.io/home-three)
10:14:39	2307/2307	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22ec11f3a3ba5db009063a343162ef0b12%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa82_icon-card-eight-icon-02.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa82_icon-card-eight-icon-02.svg	(from https://teknify.webflow.io/home-three)
10:14:40	7142/7142	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228f4d5ca978342b5d80e586653b0ae0f2%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa91_icon-card-eight-icon-03.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa91_icon-card-eight-icon-03.svg	(from https://teknify.webflow.io/home-three)
10:14:42	2187/2187	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225293ac7b79c899ebe4deea770276c5d3%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa83_our%20growth-02.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa83_our%20growth-02.svg	(from https://teknify.webflow.io/home-three)
10:14:43	5543/5543	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2286c2a397997dfdf65869dcb09d80d092%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67a9baf1be4eb9d2efa7f390_circle-two.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67a9baf1be4eb9d2efa7f390_circle-two.svg	(from https://teknify.webflow.io/home-three)
10:14:43	79036/79036	---M--	200	added ('OK')	image/webp	etag:%2277db9cfe80e2c20df3c27afe50138287%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa86_our%20growth%2001.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa86_our%20growth%2001.webp	(from https://teknify.webflow.io/home-three)
10:14:44	525/525	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22eeea91f2bc0d6d1e1dc0dcce45e20052%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa88_icon-box-eight-01.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa88_icon-box-eight-01.svg	(from https://teknify.webflow.io/home-three)
10:14:45	601/601	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%220f45c43678ca6f8c5cdc71abb83a0e9d%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/67a09b65131b9118cdd61890_icon-box-eight-02.svg	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/67a09b65131b9118cdd61890_icon-box-eight-02.svg	(from https://teknify.webflow.io/home-three)
10:14:46	9884/9884	---M--	200	added ('OK')	image/webp	etag:%220c82fe59e2945cc9a7d636b7200e2a27%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa8a_cta-two-01.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa8a_cta-two-01.webp	(from https://teknify.webflow.io/home-three)
10:14:47	10652/10652	---M--	200	added ('OK')	image/webp	etag:%225253a5bbcfd549ad821adec94a6e14f8%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa8b_cta-two-05.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa8b_cta-two-05.webp	(from https://teknify.webflow.io/home-three)
10:14:49	19216/19216	---M--	200	added ('OK')	image/webp	etag:%22fd584f8adf2c113e22991c3021537efd%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa8e_cta-two-03.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa8e_cta-two-03.webp	(from https://teknify.webflow.io/home-three)
10:14:49	21292/21292	---M--	200	added ('OK')	image/webp	etag:%22e579c9f5590383919f2db5e3f32a696e%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa8f_cta-two-02.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa8f_cta-two-02.webp	(from https://teknify.webflow.io/home-three)
10:14:50	19266/19266	---M--	200	added ('OK')	image/webp	etag:%225e62c8c713b0f029e498de700931db8d%22	https://cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa8d_cta-two-04.webp	/Users/chongcy/websites/Zeoniq1/cdn.prod.website-files.com/6760feb1dd836b3d80343455/678f2b7eb85697383776aa8d_cta-two-04.webp	(from https://teknify.webflow.io/home-three)
